Name,Country,Location,Practice Area,Law Firm,Profile URL,Law Firm URL,Rank
H Hampton Boles,"('USA', False)",Alabama,Banking & Finance,Boles Holmes Parkman White LLC,www.chambers.com/lawyer/h-hampton-boles-usa-5:162912,www.chambers.com/law-firm/boles-holmes-parkman-white-llc-usa-5:23135621,Senior Statespeople
Richard P Carmody,"('USA', False)",Alabama,Banking & Finance,Adams and Reese LLP,www.chambers.com/lawyer/richard-p-carmody-usa-5:148753,www.chambers.com/law-firm/adams-and-reese-llp-usa-5:65472,Senior Statespeople
Kris Lowry,"('USA', False)",Alabama,Banking & Finance,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/kris-lowry-usa-5:163081,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Dwight Mixson,"('USA', False)",Alabama,Banking & Finance,Burr & Forman LLP,www.chambers.com/lawyer/dwight-mixson-usa-5:162928,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 1
Randall Morrow,"('USA', False)",Alabama,Banking & Finance,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/randall-morrow-usa-5:270457,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Gail L Mills,"('USA', False)",Alabama,Banking & Finance,Burr & Forman LLP,www.chambers.com/lawyer/gail-l-mills-usa-5:219089,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
J David Dresher,"('USA', False)",Alabama,Banking & Finance,Compton Jones Dresher,www.chambers.com/lawyer/j-david-dresher-usa-5:222424,www.chambers.com/law-firm/compton-jones-dresher-usa-5:23259537,Band 2
"Atkins Roberts, Jr.","('USA', False)",Alabama,Banking & Finance,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/atkins-roberts-jr-usa-5:1392281,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
Charles Moore,"('USA', False)",Alabama,Banking & Finance,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/charles-moore-usa-5:924680,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
David R. Kinman,"('USA', False)",Alabama,Banking & Finance,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/david-r-kinman-usa-5:1215693,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
James E Vann,"('USA', False)",Alabama,Banking & Finance,Dentons Sirote,www.chambers.com/lawyer/james-e-vann-usa-5:378896,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 3
James Webb,"('USA', False)",Alabama,Banking & Finance,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/james-webb-usa-5:719335,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
Julia Bernstein,"('USA', False)",Alabama,Banking & Finance,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/julia-bernstein-usa-5:1385769,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
R Alan Deer,"('USA', False)",Alabama,Banking & Finance,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/r-alan-deer-usa-5:204109,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
Damon Denney,"('USA', False)",Alabama,Banking & Finance,Burr & Forman LLP,www.chambers.com/lawyer/damon-denney-usa-5:720448,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Haskins W Jones,"('USA', False)",Alabama,Banking & Finance,Compton Jones Dresher,www.chambers.com/lawyer/haskins-w-jones-usa-5:269218,www.chambers.com/law-firm/compton-jones-dresher-usa-5:23259537,Band 3
John Pickering,"('USA', False)",Alabama,Banking & Finance,Balch & Bingham LLP,www.chambers.com/lawyer/john-pickering-usa-5:567307,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Michael Brandt,"('USA', False)",Alabama,Banking & Finance,"Wallace, Jordan, Ratliff & Brandt, LLC",www.chambers.com/lawyer/michael-brandt-usa-5:376265,www.chambers.com/law-firm/wallace-jordan-ratliff-brandt-llc-usa-5:155022,Band 3
Ray D Gibbons,"('USA', False)",Alabama,Banking & Finance,"Gibbons Graham, LLC",www.chambers.com/lawyer/ray-d-gibbons-usa-5:270456,www.chambers.com/law-firm/gibbons-graham-llc-usa-5:22360691,Band 3
H Hampton Boles,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Boles Holmes Parkman White LLC,www.chambers.com/lawyer/h-hampton-boles-usa-5:162912,www.chambers.com/law-firm/boles-holmes-parkman-white-llc-usa-5:23135621,Senior Statespeople
Michael Waters,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Jones Walker LLP,www.chambers.com/lawyer/michael-waters-usa-5:722571,www.chambers.com/law-firm/jones-walker-llp-usa-5:3816,Band 1
R Alan Deer,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/r-alan-deer-usa-5:204109,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Jenny McCain,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/jenny-mccain-usa-5:569208,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Maurice L Shevin,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Dentons Sirote,www.chambers.com/lawyer/maurice-l-shevin-usa-5:148697,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 2
Robert Carothers,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Jones Walker LLP,www.chambers.com/lawyer/robert-carothers-usa-5:1393303,www.chambers.com/law-firm/jones-walker-llp-usa-5:3816,Band 2
Debra Taylor Lewis,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Balch & Bingham LLP,www.chambers.com/lawyer/debra-taylor-lewis-usa-5:718713,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 2
J David Dresher,"('USA', False)",Alabama,Banking & Finance: Mainly Regulatory,Compton Jones Dresher,www.chambers.com/lawyer/j-david-dresher-usa-5:222424,www.chambers.com/law-firm/compton-jones-dresher-usa-5:23259537,Band 2
Charles L Denaburg,"('USA', False)",Alabama,Bankruptcy/Restructuring,Najjar Denaburg,www.chambers.com/lawyer/charles-l-denaburg-usa-5:431754,www.chambers.com/law-firm/najjar-denaburg-usa-5:172680,Senior Statespeople
Richard P Carmody,"('USA', False)",Alabama,Bankruptcy/Restructuring,Adams and Reese LLP,www.chambers.com/lawyer/richard-p-carmody-usa-5:148753,www.chambers.com/law-firm/adams-and-reese-llp-usa-5:65472,Senior Statespeople
Timothy M Lupinacci,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/timothy-m-lupinacci-usa-5:316128,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Eminent Practitioners
Jay R Bender,"('USA', False)",Alabama,Bankruptcy/Restructuring,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/jay-r-bender-usa-5:432226,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Jayna Partain Lamar,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/jayna-partain-lamar-usa-5:316195,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Derek Meek,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/derek-meek-usa-5:571626,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 1
Jeffery J Hartley,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Helmsing, Leach, Herlong, Newman & Rouse, PC",www.chambers.com/lawyer/jeffery-j-hartley-usa-5:722322,www.chambers.com/law-firm/helmsing-leach-herlong-newman-rouse-pc-usa-5:74768,Band 1
Michael L Hall,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/michael-l-hall-usa-5:428294,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 1
Chris Glenos,"('USA', False)",Alabama,Bankruptcy/Restructuring,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/chris-glenos-usa-5:718057,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
Daniel Sparks,"('USA', False)",Alabama,Bankruptcy/Restructuring,Christian & Small LLP,www.chambers.com/lawyer/daniel-sparks-usa-5:719987,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 2
Leland Murphree,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/leland-murphree-usa-5:25420470,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Jeremy Retherford,"('USA', False)",Alabama,Bankruptcy/Restructuring,Balch & Bingham LLP,www.chambers.com/lawyer/jeremy-retherford-usa-5:1222942,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 2
Joe A Joseph,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/joe-a-joseph-usa-5:253254,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Bill Bensinger,"('USA', False)",Alabama,Bankruptcy/Restructuring,Christian & Small LLP,www.chambers.com/lawyer/bill-bensinger-usa-5:1222687,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Band 3
Jesse S. Vogtle Jr.,"('USA', False)",Alabama,Bankruptcy/Restructuring,Waller,www.chambers.com/lawyer/jesse-s-vogtle-jr-usa-5:431936,www.chambers.com/law-firm/waller-usa-5:65866,Band 3
T. Parker Griffin Jr.,"('USA', False)",Alabama,Bankruptcy/Restructuring,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/t-parker-griffin-jr-usa-5:25599775,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
Eric Pruitt,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/eric-pruitt-usa-5:719973,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Band 3
Marc P. Solomon,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/marc-p-solomon-usa-5:1220645,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Matthew M Cahill,"('USA', False)",Alabama,Bankruptcy/Restructuring,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/matthew-m-cahill-usa-5:25420679,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Band 3
"C. Ellis Brazeal, III","('USA', False)",Alabama,Bankruptcy/Restructuring,Jones Walker LLP,www.chambers.com/lawyer/c-ellis-brazeal-iii-usa-5:1222587,www.chambers.com/law-firm/jones-walker-llp-usa-5:3816,Band 4
Cathleen C Moore,"('USA', False)",Alabama,Bankruptcy/Restructuring,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/cathleen-c-moore-usa-5:25415744,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 4
Eric Ray,"('USA', False)",Alabama,Bankruptcy/Restructuring,Waller,www.chambers.com/lawyer/eric-ray-usa-5:575828,www.chambers.com/law-firm/waller-usa-5:65866,Band 4
Christopher L. Hawkins,"('USA', False)",Alabama,Bankruptcy/Restructuring,Limbo,www.chambers.com/lawyer/christopher-l-hawkins-usa-5:1220642,www.chambers.com/law-firm/limbo-usa-5:0,Band 4
D Christopher Carson,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/d-christopher-carson-usa-5:431420,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
Heather A. Jamison,"('USA', False)",Alabama,Bankruptcy/Restructuring,Burr & Forman LLP,www.chambers.com/lawyer/heather-a-jamison-usa-5:1220625,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 4
E Mabry Rogers,"('USA', False)",Alabama,Construction,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/e-mabry-rogers-usa-5:238744,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Edward P Meyerson,"('USA', False)",Alabama,Construction,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/edward-p-meyerson-usa-5:316127,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Band 1
Arlan D. Lewis,"('USA', False)",Alabama,Construction,Blueprint Construction Counsel LLP,www.chambers.com/lawyer/arlan-d-lewis-usa-5:26154971,www.chambers.com/law-firm/blueprint-construction-counsel-llp-usa-5:22614279,Band 2
Jim Archibald,"('USA', False)",Alabama,Construction,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/jim-archibald-usa-5:1214010,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
J. Lister Hubbard,"('USA', False)",Alabama,Construction,Capell & Howard,www.chambers.com/lawyer/j-lister-hubbard-usa-5:25969653,www.chambers.com/law-firm/capell-howard-usa-5:74346,Band 2
Kevin R Garrison,"('USA', False)",Alabama,Construction,"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/lawyer/kevin-r-garrison-usa-5:25373131,www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Up and Coming
Edward R Christian,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/edward-r-christian-usa-5:268785,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Eminent Practitioners
Lee Thuston,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/lee-thuston-usa-5:173538,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Eminent Practitioners
Gregory S Curran,"('USA', False)",Alabama,Corporate/Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/gregory-s-curran-usa-5:173531,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
Harold Kushner,"('USA', False)",Alabama,Corporate/Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/harold-kushner-usa-5:173532,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
Beau Grenier,"('USA', False)",Alabama,Corporate/Commercial,Jones Walker LLP,www.chambers.com/lawyer/beau-grenier-usa-5:173528,www.chambers.com/law-firm/jones-walker-llp-usa-5:3816,Band 2
Bradley J Sklar,"('USA', False)",Alabama,Corporate/Commercial,Dentons Sirote,www.chambers.com/lawyer/bradley-j-sklar-usa-5:148700,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 2
James W Childs Jr,"('USA', False)",Alabama,Corporate/Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/james-w-childs-jr-usa-5:268636,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
John Dulin,"('USA', False)",Alabama,Corporate/Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/john-dulin-usa-5:376055,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Timothy W. Gregg,"('USA', False)",Alabama,Corporate/Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/timothy-w-gregg-usa-5:379299,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 2
Todd Carlisle,"('USA', False)",Alabama,Corporate/Commercial,Dentons Sirote,www.chambers.com/lawyer/todd-carlisle-usa-5:1210347,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 2
Gene Price,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/gene-price-usa-5:173530,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Jack Stephenson,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/jack-stephenson-usa-5:194127,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 2
Timothy J Tracy,"('USA', False)",Alabama,Corporate/Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/timothy-j-tracy-usa-5:218542,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 2
Bradley Wood,"('USA', False)",Alabama,Corporate/Commercial,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/bradley-wood-usa-5:1398717,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 3
J. Andrew Robison,"('USA', False)",Alabama,Corporate/Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/j-andrew-robison-usa-5:1221544,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
John H Cooper,"('USA', False)",Alabama,Corporate/Commercial,Dentons Sirote,www.chambers.com/lawyer/john-h-cooper-usa-5:148650,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Band 3
Russell L Irby III,"('USA', False)",Alabama,Corporate/Commercial,Butler Snow LLP,www.chambers.com/lawyer/russell-l-irby-iii-usa-5:269217,www.chambers.com/law-firm/butler-snow-llp-usa-5:65577,Band 3
Stuart Maxey,"('USA', False)",Alabama,Corporate/Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/stuart-maxey-usa-5:569210,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
April Mason,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/april-mason-usa-5:591808,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Band 3
Chris Still,"('USA', False)",Alabama,Corporate/Commercial,Balch & Bingham LLP,www.chambers.com/lawyer/chris-still-usa-5:26161232,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Michael Thomason,"('USA', False)",Alabama,Corporate/Commercial,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/michael-thomason-usa-5:25546385,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Up and Coming
Callie Whatley,"('USA', False)",Alabama,Corporate/Commercial,Burr & Forman LLP,www.chambers.com/lawyer/callie-whatley-usa-5:26360568,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Up and Coming
H. Thomas Wells,"('USA', False)",Alabama,Environment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/h-thomas-wells-usa-5:574758,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Senior Statespeople
Chris Williams,"('USA', False)",Alabama,Environment,"Maynard, Cooper & Gale P.C.",www.chambers.com/lawyer/chris-williams-usa-5:25418873,www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Band 1
William S. Cox III,"('USA', False)",Alabama,Environment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/william-s-cox-iii-usa-5:25421384,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 1
C Grady Moore III,"('USA', False)",Alabama,Environment,Balch & Bingham LLP,www.chambers.com/lawyer/c-grady-moore-iii-usa-5:1356383,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
P Stephen Gidiere III,"('USA', False)",Alabama,Environment,Balch & Bingham LLP,www.chambers.com/lawyer/p-stephen-gidiere-iii-usa-5:866111,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 1
Joel Kuehnert,"('USA', False)",Alabama,Environment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/joel-kuehnert-usa-5:25604598,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 2
D. Bart Turner,"('USA', False)",Alabama,Environment,Kazmarek Mowrey Cloud Laseter LLP,www.chambers.com/lawyer/d-bart-turner-usa-5:25762759,www.chambers.com/law-firm/kazmarek-mowrey-cloud-laseter-llp-usa-5:160684,Band 2
J. Alan Truitt,"('USA', False)",Alabama,Environment,Kazmarek Mowrey Cloud Laseter LLP,www.chambers.com/lawyer/j-alan-truitt-usa-5:1394042,www.chambers.com/law-firm/kazmarek-mowrey-cloud-laseter-llp-usa-5:160684,Band 2
James L. Noles Jr.,"('USA', False)",Alabama,Environment,Barze Taylor Noles Lowther LLC,www.chambers.com/lawyer/james-l-noles-jr-usa-5:25778773,www.chambers.com/law-firm/barze-taylor-noles-lowther-llc-usa-5:23040247,Band 2
Neil Johnston,"('USA', False)",Alabama,Environment,Hand Arendall Harrison Sale LLC,www.chambers.com/lawyer/neil-johnston-usa-5:1397551,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Band 2
David Roth,"('USA', False)",Alabama,Environment,Bradley Arant Boult Cummings LLP,www.chambers.com/lawyer/david-roth-usa-5:610835,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Band 3
Byron Bart Slawson,"('USA', False)",Alabama,Environment,"Slawson, Esq. P.C.",www.chambers.com/lawyer/byron-bart-slawson-usa-5:25791544,www.chambers.com/law-firm/slawson-esq-pc-usa-5:23032048,Band 3
John M Johnson,"('USA', False)",Alabama,Environment,"Lightfoot, Franklin & White, LLC",www.chambers.com/lawyer/john-m-johnson-usa-5:284563,www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Band 3
Rebecca Wright Pritchett,"('USA', False)",Alabama,Environment,Adams and Reese LLP,www.chambers.com/lawyer/rebecca-wright-pritchett-usa-5:148690,www.chambers.com/law-firm/adams-and-reese-llp-usa-5:65472,Band 3
Rhon E Jones,"('USA', False)",Alabama,Environment,"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/lawyer/rhon-e-jones-usa-5:25788031,www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Band 3
Richard Davis,"('USA', False)",Alabama,Environment,Starnes Davis Florie LLP,www.chambers.com/lawyer/richard-davis-usa-5:427059,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Band 3
Steven A Burns,"('USA', False)",Alabama,Environment,Balch & Bingham LLP,www.chambers.com/lawyer/steven-a-burns-usa-5:1348918,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Band 3
Julia Barber,"('USA', False)",Alabama,Environment,Balch & Bingham LLP,www.chambers.com/lawyer/julia-barber-usa-5:25969480,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Up and Coming
Schuyler Espy,"('USA', False)",Alabama,Environment,Burr & Forman LLP,www.chambers.com/lawyer/schuyler-espy-usa-5:26379796,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Up and Coming
Thomas DeLawrence,"('USA', False)",Alabama,Environment,Balch & Bingham LLP,www.chambers.com/lawyer/thomas-delawrence-usa-5:26360278,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Up and Coming
