Name,Country,Location,Practice Area,Law Firm,Profile URL,Law Firm URL,Rank
John Kauffman,"('USA', False)",Alaska,Corporate/M&A,Stoel Rives LLP,www.chambers.com/lawyer/john-kauffman-usa-5:1364908,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 1
Jon S Dawson,"('USA', False)",Alaska,Corporate/M&A,Davis Wright Tremaine LLP,www.chambers.com/lawyer/jon-s-dawson-usa-5:174899,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 1
Brian Durrell,"('USA', False)",Alaska,Corporate/M&A,"Durrell Law Group, PC",www.chambers.com/lawyer/brian-durrell-usa-5:174345,www.chambers.com/law-firm/durrell-law-group-pc-usa-5:76364,Band 1
Philip Blumstein,"('USA', False)",Alaska,Corporate/M&A,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/philip-blumstein-usa-5:194006,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 1
Barbara Simpson Kraft,"('USA', False)",Alaska,Corporate/M&A,Davis Wright Tremaine LLP,www.chambers.com/lawyer/barbara-simpson-kraft-usa-5:176427,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 2
Michael J Parise,"('USA', False)",Alaska,Corporate/M&A,Lane Powell PC,www.chambers.com/lawyer/michael-j-parise-usa-5:218763,www.chambers.com/law-firm/lane-powell-pc-usa-5:65997,Band 2
Michael Mills,"('USA', False)",Alaska,Corporate/M&A,Dorsey & Whitney LLP,www.chambers.com/lawyer/michael-mills-usa-5:218775,www.chambers.com/law-firm/dorsey-whitney-llp-usa-5:3687,Band 2
"Robert H. Hume, Jr.","('USA', False)",Alaska,Corporate/M&A,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/robert-h-hume-jr-usa-5:914946,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 2
Andrea Canfield,"('USA', False)",Alaska,Corporate/M&A,Stoel Rives LLP,www.chambers.com/lawyer/andrea-canfield-usa-5:25410475,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Up and Coming
Vanessa Norman,"('USA', False)",Alaska,Corporate/M&A,Davis Wright Tremaine LLP,www.chambers.com/lawyer/vanessa-norman-usa-5:26401576,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Associates to watch
Danielle Ryman,"('USA', False)",Alaska,Labor & Employment,Perkins Coie LLP,www.chambers.com/lawyer/danielle-ryman-usa-5:654539,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 1
Doug Parker,"('USA', False)",Alaska,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/doug-parker-usa-5:684737,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 1
William J Evans,"('USA', False)",Alaska,Labor & Employment,"Sedor, Wendlandt, Evans & Filippi, LLC",www.chambers.com/lawyer/william-j-evans-usa-5:173459,www.chambers.com/law-firm/sedor-wendlandt-evans-filippi-llc-usa-5:193964,Band 1
Elizabeth Pifke Hodes,"('USA', False)",Alaska,Labor & Employment,Davis Wright Tremaine LLP,www.chambers.com/lawyer/elizabeth-pifke-hodes-usa-5:1210671,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 2
Peter C Partnow,"('USA', False)",Alaska,Labor & Employment,Lane Powell PC,www.chambers.com/lawyer/peter-c-partnow-usa-5:173318,www.chambers.com/law-firm/lane-powell-pc-usa-5:65997,Band 2
Renea Saade,"('USA', False)",Alaska,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/renea-saade-usa-5:913080,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 2
Gregory Fisher,"('USA', False)",Alaska,Labor & Employment,"Littler Mendelson, PC",www.chambers.com/lawyer/gregory-fisher-usa-5:555843,www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Band 2
Kim Dunn,"('USA', False)",Alaska,Labor & Employment,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/kim-dunn-usa-5:916598,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 2
Eric Sanders,"('USA', False)",Alaska,Litigation: General Commercial,Eric T. Sanders Attorney,www.chambers.com/lawyer/eric-sanders-usa-5:326744,www.chambers.com/law-firm/eric-t-sanders-attorney-usa-5:22772093,Senior Statespeople
Ray Brown,"('USA', False)",Alaska,Litigation: General Commercial,Dillon & Findley PC,www.chambers.com/lawyer/ray-brown-usa-5:1386830,www.chambers.com/law-firm/dillon-findley-pc-usa-5:22765710,Senior Statespeople
Timothy J Petumenos,"('USA', False)",Alaska,Litigation: General Commercial,Law Office of Tim Petumenos,www.chambers.com/lawyer/timothy-j-petumenos-usa-5:173672,www.chambers.com/law-firm/law-office-of-tim-petumenos-usa-5:22785872,Senior Statespeople
Brewster Jamieson,"('USA', False)",Alaska,Litigation: General Commercial,Lane Powell PC,www.chambers.com/lawyer/brewster-jamieson-usa-5:174335,www.chambers.com/law-firm/lane-powell-pc-usa-5:65997,Band 1
James Torgerson,"('USA', False)",Alaska,Litigation: General Commercial,Stoel Rives LLP,www.chambers.com/lawyer/james-torgerson-usa-5:173321,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 1
Jeffrey M Feldman,"('USA', False)",Alaska,Litigation: General Commercial,"Summit Law Group, PLLC",www.chambers.com/lawyer/jeffrey-m-feldman-usa-5:175247,www.chambers.com/law-firm/summit-law-group-pllc-usa-5:87514,Band 1
Susan Orlansky,"('USA', False)",Alaska,Litigation: General Commercial,Reeves Amodio LLC,www.chambers.com/lawyer/susan-orlansky-usa-5:193619,www.chambers.com/law-firm/reeves-amodio-llc-usa-5:76157,Band 1
James N Leik,"('USA', False)",Alaska,Litigation: General Commercial,Perkins Coie LLP,www.chambers.com/lawyer/james-n-leik-usa-5:511468,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 2
Jon S Dawson,"('USA', False)",Alaska,Litigation: General Commercial,Davis Wright Tremaine LLP,www.chambers.com/lawyer/jon-s-dawson-usa-5:174899,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 2
Louisiana Cutler,"('USA', False)",Alaska,Litigation: General Commercial,Dorsey & Whitney LLP,www.chambers.com/lawyer/louisiana-cutler-usa-5:218754,www.chambers.com/law-firm/dorsey-whitney-llp-usa-5:3687,Band 2
S Lane Tucker,"('USA', False)",Alaska,Litigation: General Commercial,Stoel Rives LLP,www.chambers.com/lawyer/s-lane-tucker-usa-5:684063,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 2
Jennifer Coughlin,"('USA', False)",Alaska,Litigation: General Commercial,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/jennifer-coughlin-usa-5:174344,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 2
Kevin Cuddy,"('USA', False)",Alaska,Litigation: General Commercial,Stoel Rives LLP,www.chambers.com/lawyer/kevin-cuddy-usa-5:923159,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 3
Kevin Feldis,"('USA', False)",Alaska,Litigation: General Commercial,Perkins Coie LLP,www.chambers.com/lawyer/kevin-feldis-usa-5:25791071,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 3
Michael Baylous,"('USA', False)",Alaska,Litigation: General Commercial,Lane Powell PC,www.chambers.com/lawyer/michael-baylous-usa-5:681055,www.chambers.com/law-firm/lane-powell-pc-usa-5:65997,Band 3
David Gross,"('USA', False)",Alaska,Litigation: General Commercial,"Birch, Horton, Bittner & Cherot",www.chambers.com/lawyer/david-gross-usa-5:193760,www.chambers.com/law-firm/birch-horton-bittner-cherot-usa-5:65204,Band 3
Howard Trickey,"('USA', False)",Alaska,Litigation: General Commercial,"Schwabe, Williamson & Wyatt PC",www.chambers.com/lawyer/howard-trickey-usa-5:1540665,www.chambers.com/law-firm/schwabe-williamson-wyatt-pc-usa-5:65916,Band 3
Jeffrey Robinson,"('USA', False)",Alaska,Litigation: General Commercial,"Ashburn & Mason, PC",www.chambers.com/lawyer/jeffrey-robinson-usa-5:25609549,www.chambers.com/law-firm/ashburn-mason-pc-usa-5:76363,Band 3
Matthew Findley,"('USA', False)",Alaska,Litigation: General Commercial,"Ashburn & Mason, PC",www.chambers.com/lawyer/matthew-findley-usa-5:922114,www.chambers.com/law-firm/ashburn-mason-pc-usa-5:76363,Band 3
Matthew Singer,"('USA', False)",Alaska,Litigation: General Commercial,"Schwabe, Williamson & Wyatt PC",www.chambers.com/lawyer/matthew-singer-usa-5:1540666,www.chambers.com/law-firm/schwabe-williamson-wyatt-pc-usa-5:65916,Band 3
Jessica Dillon,"('USA', False)",Alaska,Litigation: General Commercial,Dillon & Findley PC,www.chambers.com/lawyer/jessica-dillon-usa-5:1388335,www.chambers.com/law-firm/dillon-findley-pc-usa-5:22765710,Up and Coming
Eric Sanders,"('USA', False)",Alaska,Litigation: Mediators,Eric T. Sanders Attorney,www.chambers.com/lawyer/eric-sanders-usa-5:326744,www.chambers.com/law-firm/eric-t-sanders-attorney-usa-5:22772093,Band 1
Matthew Peterson,"('USA', False)",Alaska,Litigation: Mediators,"Clapp, Peterson, Tiemessen, Thorsness & Johnson, LLC",www.chambers.com/lawyer/matthew-peterson-usa-5:555178,www.chambers.com/law-firm/clapp-peterson-tiemessen-thorsness-johnson-llc-usa-5:76238,Band 1
Stephen H Hutchings,"('USA', False)",Alaska,Litigation: Mediators,"Birch, Horton, Bittner & Cherot",www.chambers.com/lawyer/stephen-h-hutchings-usa-5:174324,www.chambers.com/law-firm/birch-horton-bittner-cherot-usa-5:65204,Band 1
James Linxwiler,"('USA', False)",Alaska,Natural Resources & Environment,Guess & Rudd PC,www.chambers.com/lawyer/james-linxwiler-usa-5:176709,www.chambers.com/law-firm/guess-rudd-pc-usa-5:65208,Senior Statespeople
Susan Reeves,"('USA', False)",Alaska,Natural Resources & Environment,Reeves Amodio LLC,www.chambers.com/lawyer/susan-reeves-usa-5:174795,www.chambers.com/law-firm/reeves-amodio-llc-usa-5:76157,Eminent Practitioners
Eric B Fjelstad,"('USA', False)",Alaska,Natural Resources & Environment,Perkins Coie LLP,www.chambers.com/lawyer/eric-b-fjelstad-usa-5:173460,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Star Individuals
Joseph J Perkins Jr,"('USA', False)",Alaska,Natural Resources & Environment,Stoel Rives LLP,www.chambers.com/lawyer/joseph-j-perkins-jr-usa-5:174798,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 1
Tina M Grovier,"('USA', False)",Alaska,Natural Resources & Environment,Stoel Rives LLP,www.chambers.com/lawyer/tina-m-grovier-usa-5:218765,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 1
Jonathan Iversen,"('USA', False)",Alaska,Natural Resources & Environment,Stoel Rives LLP,www.chambers.com/lawyer/jonathan-iversen-usa-5:1212488,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 2
Kyle Parker,"('USA', False)",Alaska,Natural Resources & Environment,Holland & Hart LLP,www.chambers.com/lawyer/kyle-parker-usa-5:174290,www.chambers.com/law-firm/holland-hart-llp-usa-5:1758,Band 2
Scott Broadwell,"('USA', False)",Alaska,Natural Resources & Environment,Davis Wright Tremaine LLP,www.chambers.com/lawyer/scott-broadwell-usa-5:1211735,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 2
Dean D Thompson,"('USA', False)",Alaska,Natural Resources & Environment,"Kemppel, Huffman and Ellis, P.C.",www.chambers.com/lawyer/dean-d-thompson-usa-5:558556,www.chambers.com/law-firm/kemppel-huffman-and-ellis-pc-usa-5:211400,Band 2
George R Lyle,"('USA', False)",Alaska,Natural Resources & Environment,Guess & Rudd PC,www.chambers.com/lawyer/george-r-lyle-usa-5:175426,www.chambers.com/law-firm/guess-rudd-pc-usa-5:65208,Band 2
Cameron Leonard,"('USA', False)",Alaska,Natural Resources & Environment,Perkins Coie LLP,www.chambers.com/lawyer/cameron-leonard-usa-5:319028,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 3
Jon Katchen,"('USA', False)",Alaska,Natural Resources & Environment,Holland & Hart LLP,www.chambers.com/lawyer/jon-katchen-usa-5:1394652,www.chambers.com/law-firm/holland-hart-llp-usa-5:1758,Band 3
Ramona Monroe,"('USA', False)",Alaska,Natural Resources & Environment,Stoel Rives LLP,www.chambers.com/lawyer/ramona-monroe-usa-5:1388301,www.chambers.com/law-firm/stoel-rives-llp-usa-5:65917,Band 3
Mike Jungreis,"('USA', False)",Alaska,Natural Resources & Environment,Reeves Amodio LLC,www.chambers.com/lawyer/mike-jungreis-usa-5:557424,www.chambers.com/law-firm/reeves-amodio-llc-usa-5:76157,Band 3
Suzanne Cherot,"('USA', False)",Alaska,Real Estate,"Birch, Horton, Bittner & Cherot",www.chambers.com/lawyer/suzanne-cherot-usa-5:174323,www.chambers.com/law-firm/birch-horton-bittner-cherot-usa-5:65204,Senior Statespeople
Barbara Simpson Kraft,"('USA', False)",Alaska,Real Estate,Davis Wright Tremaine LLP,www.chambers.com/lawyer/barbara-simpson-kraft-usa-5:176427,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 1
Brian Durrell,"('USA', False)",Alaska,Real Estate,"Durrell Law Group, PC",www.chambers.com/lawyer/brian-durrell-usa-5:174345,www.chambers.com/law-firm/durrell-law-group-pc-usa-5:76364,Band 1
Donald McClintock,"('USA', False)",Alaska,Real Estate,"Ashburn & Mason, PC",www.chambers.com/lawyer/donald-mcclintock-usa-5:174319,www.chambers.com/law-firm/ashburn-mason-pc-usa-5:76363,Band 1
James McCollum,"('USA', False)",Alaska,Real Estate,Law Offices of James McCollum LLC,www.chambers.com/lawyer/james-mccollum-usa-5:175385,www.chambers.com/law-firm/law-offices-of-james-mccollum-llc-usa-5:76591,Band 1
Joan Travostino,"('USA', False)",Alaska,Real Estate,Dorsey & Whitney LLP,www.chambers.com/lawyer/joan-travostino-usa-5:174322,www.chambers.com/law-firm/dorsey-whitney-llp-usa-5:3687,Band 2
Jon S Dawson,"('USA', False)",Alaska,Real Estate,Davis Wright Tremaine LLP,www.chambers.com/lawyer/jon-s-dawson-usa-5:174899,www.chambers.com/law-firm/davis-wright-tremaine-llp-usa-5:3834,Band 2
Michael J Parise,"('USA', False)",Alaska,Real Estate,Lane Powell PC,www.chambers.com/lawyer/michael-j-parise-usa-5:218763,www.chambers.com/law-firm/lane-powell-pc-usa-5:65997,Band 2
Joshua D. Hodes,"('USA', False)",Alaska,Real Estate,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/joshua-d-hodes-usa-5:25376670,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 2
Philip Blumstein,"('USA', False)",Alaska,Real Estate,Landye Bennett Blumstein LLP,www.chambers.com/lawyer/philip-blumstein-usa-5:194006,www.chambers.com/law-firm/landye-bennett-blumstein-llp-usa-5:74928,Band 2
Robert S Kant,"('USA', False)",Arizona,Corporate/M&A,"Greenberg Traurig, LLP",www.chambers.com/lawyer/robert-s-kant-usa-5:170319,www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Senior Statespeople
Thomas H Curzon,"('USA', False)",Arizona,Corporate/M&A,Osborn Maledon PA,www.chambers.com/lawyer/thomas-h-curzon-usa-5:170060,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Senior Statespeople
Matthew Feeney,"('USA', False)",Arizona,Corporate/M&A,Snell & Wilmer LLP,www.chambers.com/lawyer/matthew-feeney-usa-5:170340,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Eminent Practitioners
Steven D Pidgeon,"('USA', False)",Arizona,Corporate/M&A,DLA Piper LLP (US),www.chambers.com/lawyer/steven-d-pidgeon-usa-5:170314,www.chambers.com/law-firm/dla-piper-llp-us-usa-5:8053,Star Individuals
Karen C McConnell,"('USA', False)",Arizona,Corporate/M&A,Ballard Spahr LLP,www.chambers.com/lawyer/karen-c-mcconnell-usa-5:170342,www.chambers.com/law-firm/ballard-spahr-llp-usa-5:3532,Band 1
Sarah A Strunk,"('USA', False)",Arizona,Corporate/M&A,Fennemore Craig,www.chambers.com/lawyer/sarah-a-strunk-usa-5:169725,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 1
Brian H Blaney,"('USA', False)",Arizona,Corporate/M&A,"Greenberg Traurig, LLP",www.chambers.com/lawyer/brian-h-blaney-usa-5:272135,www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Band 2
Bruce E Macdonough,"('USA', False)",Arizona,Corporate/M&A,"Greenberg Traurig, LLP",www.chambers.com/lawyer/bruce-e-macdonough-usa-5:271476,www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Band 2
David P Lewis,"('USA', False)",Arizona,Corporate/M&A,DLA Piper LLP (US),www.chambers.com/lawyer/david-p-lewis-usa-5:476540,www.chambers.com/law-firm/dla-piper-llp-us-usa-5:8053,Band 2
Michael Donahey,"('USA', False)",Arizona,Corporate/M&A,Snell & Wilmer LLP,www.chambers.com/lawyer/michael-donahey-usa-5:479247,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 2
William M Hardin,"('USA', False)",Arizona,Corporate/M&A,Osborn Maledon PA,www.chambers.com/lawyer/william-m-hardin-usa-5:193548,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 2
Raj N Gangadean,"('USA', False)",Arizona,Corporate/M&A,Perkins Coie LLP,www.chambers.com/lawyer/raj-n-gangadean-usa-5:477582,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 3
Christopher S Stachowiak,"('USA', False)",Arizona,Corporate/M&A,Osborn Maledon PA,www.chambers.com/lawyer/christopher-s-stachowiak-usa-5:194200,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 3
Frank Placenti,"('USA', False)",Arizona,Corporate/M&A,Squire Patton Boggs,www.chambers.com/lawyer/frank-placenti-usa-5:170341,www.chambers.com/law-firm/squire-patton-boggs-usa-5:3680,Band 3
Matthew Holman,"('USA', False)",Arizona,Corporate/M&A,Squire Patton Boggs,www.chambers.com/lawyer/matthew-holman-usa-5:1213230,www.chambers.com/law-firm/squire-patton-boggs-usa-5:3680,Band 3
Phillip P Guttilla,"('USA', False)",Arizona,Corporate/M&A,Polsinelli PC,www.chambers.com/lawyer/phillip-p-guttilla-usa-5:240576,www.chambers.com/law-firm/polsinelli-pc-usa-5:65601,Band 3
Scott DeWald,"('USA', False)",Arizona,Corporate/M&A,Lewis Roca,www.chambers.com/lawyer/scott-dewald-usa-5:170321,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 3
Scott K Weiss,"('USA', False)",Arizona,Corporate/M&A,Weiss Brown,www.chambers.com/lawyer/scott-k-weiss-usa-5:381190,www.chambers.com/law-firm/weiss-brown-usa-5:22398660,Band 3
Steven T Lawrence,"('USA', False)",Arizona,Corporate/M&A,"Milligan Lawless, P.C.",www.chambers.com/lawyer/steven-t-lawrence-usa-5:477345,www.chambers.com/law-firm/milligan-lawless-pc-usa-5:282169,Band 3
Susan M Wissink,"('USA', False)",Arizona,Corporate/M&A,Fennemore Craig,www.chambers.com/lawyer/susan-m-wissink-usa-5:414845,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 3
Terence W Thompson,"('USA', False)",Arizona,Corporate/M&A,Gallagher & Kennedy,www.chambers.com/lawyer/terence-w-thompson-usa-5:560653,www.chambers.com/law-firm/gallagher-kennedy-usa-5:65217,Band 3
Terry Roman,"('USA', False)",Arizona,Corporate/M&A,Snell & Wilmer LLP,www.chambers.com/lawyer/terry-roman-usa-5:194198,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 3
Eliot L Kaplan,"('USA', False)",Arizona,Corporate/M&A,Perkins Coie LLP,www.chambers.com/lawyer/eliot-l-kaplan-usa-5:25418829,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 4
Quinn Williams,"('USA', False)",Arizona,Corporate/M&A,"Greenberg Traurig, LLP",www.chambers.com/lawyer/quinn-williams-usa-5:170339,www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Band 4
Andrew P Kelly,"('USA', False)",Arizona,Corporate/M&A,Osborn Maledon PA,www.chambers.com/lawyer/andrew-p-kelly-usa-5:271489,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 4
Brian K. Moll,"('USA', False)",Arizona,Corporate/M&A,Quarles & Brady LLP,www.chambers.com/lawyer/brian-k-moll-usa-5:917052,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Band 4
Daniel McEvers Mahoney,"('USA', False)",Arizona,Corporate/M&A,Snell & Wilmer LLP,www.chambers.com/lawyer/daniel-mcevers-mahoney-usa-5:314895,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 4
Jaime Daddona,"('USA', False)",Arizona,Corporate/M&A,Squire Patton Boggs,www.chambers.com/lawyer/jaime-daddona-usa-5:1385288,www.chambers.com/law-firm/squire-patton-boggs-usa-5:3680,Band 4
Jonathan F Ariano,"('USA', False)",Arizona,Corporate/M&A,Osborn Maledon PA,www.chambers.com/lawyer/jonathan-f-ariano-usa-5:239493,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 4
Matthew C. Sweger,"('USA', False)",Arizona,Corporate/M&A,Lewis Roca,www.chambers.com/lawyer/matthew-c-sweger-usa-5:921615,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 4
Jeremy Zangara,"('USA', False)",Arizona,Corporate/M&A,"Greenberg Traurig, PA",www.chambers.com/lawyer/jeremy-zangara-usa-5:1215862,www.chambers.com/law-firm/greenberg-traurig-pa-usa-5:3579,Up and Coming
Jessica Benford Powell,"('USA', False)",Arizona,Corporate/M&A,Clark Hill PLC,www.chambers.com/lawyer/jessica-benford-powell-usa-5:1538639,www.chambers.com/law-firm/clark-hill-plc-usa-5:65532,Up and Coming
Anne Leary,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Gallagher & Kennedy,www.chambers.com/lawyer/anne-leary-usa-5:25967703,www.chambers.com/law-firm/gallagher-kennedy-usa-5:65217,Band 1
Anne Meyer,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Snell & Wilmer LLP,www.chambers.com/lawyer/anne-meyer-usa-5:25967696,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Erwin D Kratz,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,ERISA Benefits Law,www.chambers.com/lawyer/erwin-d-kratz-usa-5:473788,www.chambers.com/law-firm/erisa-benefits-law-usa-5:22917200,Band 1
Marvin S. Swift Jr.,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Snell & Wilmer LLP,www.chambers.com/lawyer/marvin-s-swift-jr-usa-5:25420782,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Nancy Campbell,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Snell & Wilmer LLP,www.chambers.com/lawyer/nancy-campbell-usa-5:564511,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Charles Whetstine,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Frazer Ryan Goldberg Arnold & Gittler LLP,www.chambers.com/lawyer/charles-whetstine-usa-5:26362986,www.chambers.com/law-firm/frazer-ryan-goldberg-arnold-gittler-llp-usa-5:98669,Band 2
Ryan Curtis,"('USA', False)",Arizona,Employee Benefits & Executive Compensation,Fennemore Craig,www.chambers.com/lawyer/ryan-curtis-usa-5:25969724,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 2
